"user_id","game_name","month","total_rev","prev_paid_month","prev_paid_rev","next_paid_month","prev_cal_month","next_cal_month","new_mrr","expansion_mrr","contraction_mrr","back_from_churn_mrr","churn_mrr","churn_month","language","has_older_device_model","age"
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-07-01,21.48,2022-06-01,97.95,2022-08-01,2022-06-01,2022-08-01,,,76.47,,,,uk,false,20
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-08-01,76.29,2022-07-01,21.48,2022-09-01,2022-07-01,2022-09-01,,54.81,,,,,uk,false,20
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-09-01,50.61,2022-08-01,76.29,2022-10-01,2022-08-01,2022-10-01,,,25.68,,,,uk,false,20
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-10-01,34.92,2022-09-01,50.61,2022-11-01,2022-09-01,2022-11-01,,,15.69,,,,uk,false,20
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-11-01,33.30,2022-10-01,34.92,2022-12-01,2022-10-01,2022-12-01,,,1.62,,,,uk,false,20
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-12-01,17.49,2022-11-01,33.30,,2022-11-01,2023-01-01,,,15.81,,17.49,2023-01-01,uk,false,20
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-07-01,61.41,,,2022-08-01,2022-06-01,2022-08-01,61.41,,,,,,ru,false,15
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-08-01,32.94,2022-07-01,61.41,2022-09-01,2022-07-01,2022-09-01,,,28.47,,,,ru,false,15
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-09-01,14.01,2022-08-01,32.94,2022-10-01,2022-08-01,2022-10-01,,,18.93,,,,ru,false,15
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-10-01,127.08,2022-09-01,14.01,2022-11-01,2022-09-01,2022-11-01,,113.07,,,,,ru,false,15
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-11-01,22.41,2022-10-01,127.08,2022-12-01,2022-10-01,2022-12-01,,,104.67,,,,ru,false,15
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-12-01,27.12,2022-11-01,22.41,,2022-11-01,2023-01-01,,4.71,,,27.12,2023-01-01,ru,false,15
"7Em69vKH6zh6HgArCzG0+w==",game 3,2022-12-01,72.18,,,,2022-11-01,2023-01-01,72.18,,,,72.18,2023-01-01,ru,false,17
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-01,158.67,,,2022-04-01,2022-02-01,2022-04-01,158.67,,,,,,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-04-01,114.15,2022-03-01,158.67,2022-05-01,2022-03-01,2022-05-01,,,44.52,,,,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-05-01,51.18,2022-04-01,114.15,2022-06-01,2022-04-01,2022-06-01,,,62.97,,,,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-06-01,12.39,2022-05-01,51.18,2022-08-01,2022-05-01,2022-07-01,,,38.79,,12.39,2022-07-01,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-08-01,48.18,2022-06-01,12.39,2022-11-01,2022-07-01,2022-09-01,,,,48.18,48.18,2022-09-01,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-11-01,14.43,2022-08-01,48.18,2022-12-01,2022-10-01,2022-12-01,,,,14.43,,,ru,false,23
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-12-01,41.16,2022-11-01,14.43,,2022-11-01,2023-01-01,,26.73,,,41.16,2023-01-01,ru,false,23
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-05-01,32.10,,,2022-06-01,2022-04-01,2022-06-01,32.10,,,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-06-01,34.11,2022-05-01,32.10,2022-07-01,2022-05-01,2022-07-01,,2.01,,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-07-01,40.23,2022-06-01,34.11,2022-08-01,2022-06-01,2022-08-01,,6.12,,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-08-01,40.74,2022-07-01,40.23,2022-09-01,2022-07-01,2022-09-01,,0.51,,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-09-01,45.15,2022-08-01,40.74,2022-10-01,2022-08-01,2022-10-01,,4.41,,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-10-01,13.74,2022-09-01,45.15,2022-11-01,2022-09-01,2022-11-01,,,31.41,,,,uk,false,17
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-11-01,29.76,2022-10-01,13.74,,2022-10-01,2022-12-01,,16.02,,,29.76,2022-12-01,uk,false,17
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-08-01,30.21,,,2022-09-01,2022-07-01,2022-09-01,30.21,,,,,,uk,false,31
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-09-01,63.30,2022-08-01,30.21,2022-11-01,2022-08-01,2022-10-01,,33.09,,,63.30,2022-10-01,uk,false,31
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-11-01,45.00,2022-09-01,63.30,,2022-10-01,2022-12-01,,,,45.00,45.00,2022-12-01,uk,false,31
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-03-01,38.52,,,2022-04-01,2022-02-01,2022-04-01,38.52,,,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-04-01,58.20,2022-03-01,38.52,2022-05-01,2022-03-01,2022-05-01,,19.68,,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-01,118.95,2022-04-01,58.20,2022-06-01,2022-04-01,2022-06-01,,60.75,,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-06-01,144.75,2022-05-01,118.95,2022-07-01,2022-05-01,2022-07-01,,25.80,,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-07-01,89.04,2022-06-01,144.75,2022-08-01,2022-06-01,2022-08-01,,,55.71,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-08-01,104.70,2022-07-01,89.04,2022-09-01,2022-07-01,2022-09-01,,15.66,,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-09-01,90.87,2022-08-01,104.70,2022-10-01,2022-08-01,2022-10-01,,,13.83,,,,ru,false,32
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-10-01,77.64,2022-09-01,90.87,,2022-09-01,2022-11-01,,,13.23,,77.64,2022-11-01,ru,false,32
"7iS0Md8Z5SFpqNAYOVcs4w==",game 3,2022-12-01,68.64,,,,2022-11-01,2023-01-01,68.64,,,,68.64,2023-01-01,uk,false,18
"7L4SKPGMd33lnSOq6PWyYg==",game 3,2022-12-01,70.14,,,,2022-11-01,2023-01-01,70.14,,,,70.14,2023-01-01,uk,false,30
"7luG+f1d+Ri4AjeMbFR1Xw==",game 3,2022-04-01,16.92,,,2022-09-01,2022-03-01,2022-05-01,16.92,,,,16.92,2022-05-01,uk,false,29
"7luG+f1d+Ri4AjeMbFR1Xw==",game 3,2022-09-01,15.06,2022-04-01,16.92,,2022-08-01,2022-10-01,,,,15.06,15.06,2022-10-01,uk,false,29
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-10-01,25.89,,,2022-11-01,2022-09-01,2022-11-01,25.89,,,,,,ru,false,21
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-11-01,87.75,2022-10-01,25.89,2022-12-01,2022-10-01,2022-12-01,,61.86,,,,,ru,false,21
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-12-01,66.93,2022-11-01,87.75,,2022-11-01,2023-01-01,,,20.82,,66.93,2023-01-01,ru,false,21
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-03-01,34.74,,,2022-04-01,2022-02-01,2022-04-01,34.74,,,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-04-01,105.96,2022-03-01,34.74,2022-05-01,2022-03-01,2022-05-01,,71.22,,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-05-01,62.61,2022-04-01,105.96,2022-07-01,2022-04-01,2022-06-01,,,43.35,,62.61,2022-06-01,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-07-01,82.32,2022-05-01,62.61,2022-08-01,2022-06-01,2022-08-01,,,,82.32,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-08-01,55.56,2022-07-01,82.32,2022-09-01,2022-07-01,2022-09-01,,,26.76,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-09-01,22.71,2022-08-01,55.56,2022-10-01,2022-08-01,2022-10-01,,,32.85,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-10-01,37.44,2022-09-01,22.71,2022-11-01,2022-09-01,2022-11-01,,14.73,,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-11-01,84.15,2022-10-01,37.44,2022-12-01,2022-10-01,2022-12-01,,46.71,,,,,ru,false,22
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-12-01,15.99,2022-11-01,84.15,,2022-11-01,2023-01-01,,,68.16,,15.99,2023-01-01,ru,false,22
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-07-01,31.59,,,2022-08-01,2022-06-01,2022-08-01,31.59,,,,,,uk,false,21
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-08-01,82.08,2022-07-01,31.59,2022-09-01,2022-07-01,2022-09-01,,50.49,,,,,uk,false,21
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-09-01,73.29,2022-08-01,82.08,2022-10-01,2022-08-01,2022-10-01,,,8.79,,,,uk,false,21
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-10-01,158.16,2022-09-01,73.29,2022-11-01,2022-09-01,2022-11-01,,84.87,,,,,uk,false,21
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-11-01,23.49,2022-10-01,158.16,2022-12-01,2022-10-01,2022-12-01,,,134.67,,,,uk,false,21
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-12-01,47.31,2022-11-01,23.49,,2022-11-01,2023-01-01,,23.82,,,47.31,2023-01-01,uk,false,21
"7YaJfLI3RPGUEN2esrQxsQ==",game 3,2022-09-01,35.28,,,2022-12-01,2022-08-01,2022-10-01,35.28,,,,35.28,2022-10-01,ru,false,15
"7YaJfLI3RPGUEN2esrQxsQ==",game 3,2022-12-01,26.67,2022-09-01,35.28,,2022-11-01,2023-01-01,,,,26.67,26.67,2023-01-01,ru,false,15
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-07-01,62.25,,,2022-08-01,2022-06-01,2022-08-01,62.25,,,,,,uk,false,16
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-08-01,75.15,2022-07-01,62.25,2022-09-01,2022-07-01,2022-09-01,,12.90,,,,,uk,false,16
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-09-01,48.48,2022-08-01,75.15,2022-10-01,2022-08-01,2022-10-01,,,26.67,,,,uk,false,16
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-10-01,22.77,2022-09-01,48.48,2022-11-01,2022-09-01,2022-11-01,,,25.71,,,,uk,false,16
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-11-01,41.04,2022-10-01,22.77,,2022-10-01,2022-12-01,,18.27,,,41.04,2022-12-01,uk,false,16
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-04-01,23.31,,,2022-06-01,2022-03-01,2022-05-01,23.31,,,,23.31,2022-05-01,ru,false,15
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-06-01,13.05,2022-04-01,23.31,2022-08-01,2022-05-01,2022-07-01,,,,13.05,13.05,2022-07-01,ru,false,15
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-08-01,18.3,2022-06-01,13.05,2022-12-01,2022-07-01,2022-09-01,,,,18.3,18.3,2022-09-01,ru,false,15
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-12-01,13.05,2022-08-01,18.3,,2022-11-01,2023-01-01,,,,13.05,13.05,2023-01-01,ru,false,15
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-01,86.94,,,2022-08-01,2022-06-01,2022-08-01,86.94,,,,,,uk,false,19
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-01,158.76,2022-07-01,86.94,2022-09-01,2022-07-01,2022-09-01,,71.82,,,,,uk,false,19
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-09-01,35.61,2022-08-01,158.76,2022-11-01,2022-08-01,2022-10-01,,,123.15,,35.61,2022-10-01,uk,false,19
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-11-01,33.57,2022-09-01,35.61,2022-12-01,2022-10-01,2022-12-01,,,,33.57,,,uk,false,19
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-01,117.96,2022-11-01,33.57,,2022-11-01,2023-01-01,,84.39,,,117.96,2023-01-01,uk,false,19
"8TTRdxncZg7Nl0tvfwsZng==",game 3,2022-05-01,14.25,,,,2022-04-01,2022-06-01,14.25,,,,14.25,2022-06-01,uk,false,30
"99X4aLWWjAIgmlXjrXQIgg==",game 3,2022-03-01,16.98,,,,2022-02-01,2022-04-01,16.98,,,,16.98,2022-04-01,ru,false,22
"9I0ppB2UxsJPIO8BpHQfEw==",game 3,2022-10-01,16.17,,,2022-11-01,2022-09-01,2022-11-01,16.17,,,,,,uk,false,26
"9I0ppB2UxsJPIO8BpHQfEw==",game 3,2022-11-01,26.76,2022-10-01,16.17,,2022-10-01,2022-12-01,,10.59,,,26.76,2022-12-01,uk,false,26
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-05-01,12.48,,,2022-06-01,2022-04-01,2022-06-01,12.48,,,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-06-01,88.08,2022-05-01,12.48,2022-07-01,2022-05-01,2022-07-01,,75.60,,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-07-01,120.75,2022-06-01,88.08,2022-08-01,2022-06-01,2022-08-01,,32.67,,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-08-01,46.29,2022-07-01,120.75,2022-09-01,2022-07-01,2022-09-01,,,74.46,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-09-01,15.63,2022-08-01,46.29,2022-10-01,2022-08-01,2022-10-01,,,30.66,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-10-01,17.37,2022-09-01,15.63,2022-11-01,2022-09-01,2022-11-01,,1.74,,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-01,71.52,2022-10-01,17.37,2022-12-01,2022-10-01,2022-12-01,,54.15,,,,,ru,false,24
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-12-01,30.12,2022-11-01,71.52,,2022-11-01,2023-01-01,,,41.40,,30.12,2023-01-01,ru,false,24
"9U26VpwYC1aliSUokeNK6A==",game 3,2022-11-01,53.07,,,2022-12-01,2022-10-01,2022-12-01,53.07,,,,,,uk,false,34
"9U26VpwYC1aliSUokeNK6A==",game 3,2022-12-01,14.34,2022-11-01,53.07,,2022-11-01,2023-01-01,,,38.73,,14.34,2023-01-01,uk,false,34
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-03-01,45.27,,,2022-04-01,2022-02-01,2022-04-01,45.27,,,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-04-01,13.95,2022-03-01,45.27,2022-06-01,2022-03-01,2022-05-01,,,31.32,,13.95,2022-05-01,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-06-01,107.40,2022-04-01,13.95,2022-07-01,2022-05-01,2022-07-01,,,,107.40,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-07-01,64.44,2022-06-01,107.40,2022-08-01,2022-06-01,2022-08-01,,,42.96,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-08-01,15.21,2022-07-01,64.44,2022-09-01,2022-07-01,2022-09-01,,,49.23,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-09-01,19.56,2022-08-01,15.21,2022-10-01,2022-08-01,2022-10-01,,4.35,,,,,uk,false,24
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-10-01,65.43,2022-09-01,19.56,,2022-09-01,2022-11-01,,45.87,,,65.43,2022-11-01,uk,false,24
A6QTeGOKjaGkGkRCFqNybw==,game 3,2022-08-01,43.86,,,,2022-07-01,2022-09-01,43.86,,,,43.86,2022-09-01,ru,false,33
A8lK1Lccnv65sGqBkfP2iw==,game 3,2022-12-01,16.08,,,,2022-11-01,2023-01-01,16.08,,,,16.08,2023-01-01,uk,false,15
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-08-01,51.00,,,2022-09-01,2022-07-01,2022-09-01,51.00,,,,,,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-09-01,19.56,2022-08-01,51.00,2022-11-01,2022-08-01,2022-10-01,,,31.44,,19.56,2022-10-01,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-11-01,105.99,2022-09-01,19.56,2022-12-01,2022-10-01,2022-12-01,,,,105.99,,,uk,false,18
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-12-01,47.10,2022-11-01,105.99,,2022-11-01,2023-01-01,,,58.89,,47.10,2023-01-01,uk,false,18
an5Xsrpir8vvhTb50gnppQ==,game 3,2022-05-01,15.51,,,,2022-04-01,2022-06-01,15.51,,,,15.51,2022-06-01,uk,false,43
An7gG7hfETivAjfokQv3Ww==,game 3,2022-07-01,45.03,,,2022-08-01,2022-06-01,2022-08-01,45.03,,,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-01,90.99,2022-07-01,45.03,2022-09-01,2022-07-01,2022-09-01,,45.96,,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,2022-09-01,47.52,2022-08-01,90.99,2022-10-01,2022-08-01,2022-10-01,,,43.47,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,2022-10-01,18.9,2022-09-01,47.52,2022-11-01,2022-09-01,2022-11-01,,,28.62,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,2022-11-01,61.29,2022-10-01,18.9,2022-12-01,2022-10-01,2022-12-01,,42.39,,,,,uk,false,23
An7gG7hfETivAjfokQv3Ww==,game 3,2022-12-01,17.61,2022-11-01,61.29,,2022-11-01,2023-01-01,,,43.68,,17.61,2023-01-01,uk,false,23
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-03-01,42.03,,,2022-04-01,2022-02-01,2022-04-01,42.03,,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-04-01,64.50,2022-03-01,42.03,2022-05-01,2022-03-01,2022-05-01,,22.47,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-05-01,66.57,2022-04-01,64.50,2022-06-01,2022-04-01,2022-06-01,,2.07,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-06-01,18.99,2022-05-01,66.57,2022-07-01,2022-05-01,2022-07-01,,,47.58,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-07-01,13.71,2022-06-01,18.99,2022-08-01,2022-06-01,2022-08-01,,,5.28,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-08-01,43.23,2022-07-01,13.71,2022-09-01,2022-07-01,2022-09-01,,29.52,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-09-01,63.93,2022-08-01,43.23,2022-10-01,2022-08-01,2022-10-01,,20.70,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-10-01,13.83,2022-09-01,63.93,2022-11-01,2022-09-01,2022-11-01,,,50.10,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-11-01,68.97,2022-10-01,13.83,2022-12-01,2022-10-01,2022-12-01,,55.14,,,,,ru,false,24
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-12-01,59.94,2022-11-01,68.97,,2022-11-01,2023-01-01,,,9.03,,59.94,2023-01-01,ru,false,24
/ANyXfGUGtUS/bPw0/nW/w==,game 3,2022-11-01,33.06,,,,2022-10-01,2022-12-01,33.06,,,,33.06,2022-12-01,uk,false,28
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-04-01,15.21,,,2022-05-01,2022-03-01,2022-05-01,15.21,,,,,,ru,false,20
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-05-01,39.30,2022-04-01,15.21,2022-06-01,2022-04-01,2022-06-01,,24.09,,,,,ru,false,20
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-06-01,19.08,2022-05-01,39.30,,2022-05-01,2022-07-01,,,20.22,,19.08,2022-07-01,ru,false,20
aujnuJ9eBYK+yGF15TtUkw==,game 2,2022-09-01,33.57,,,2022-10-01,2022-08-01,2022-10-01,33.57,,,,,,en,false,35
aujnuJ9eBYK+yGF15TtUkw==,game 2,2022-10-01,12.69,2022-09-01,33.57,,2022-09-01,2022-11-01,,,20.88,,12.69,2022-11-01,en,false,35
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-09-01,18.33,,,2022-10-01,2022-08-01,2022-10-01,18.33,,,,,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-10-01,25.77,2022-09-01,18.33,2022-11-01,2022-09-01,2022-11-01,,7.44,,,,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-11-01,122.97,2022-10-01,25.77,2022-12-01,2022-10-01,2022-12-01,,97.20,,,,,en,false,28
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-12-01,32.79,2022-11-01,122.97,,2022-11-01,2023-01-01,,,90.18,,32.79,2023-01-01,en,false,28
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-10-01,69.90,,,2022-11-01,2022-09-01,2022-11-01,69.90,,,,,,ru,false,16
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-11-01,43.08,2022-10-01,69.90,,2022-10-01,2022-12-01,,,26.82,,43.08,2022-12-01,ru,false,16
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-03-01,13.98,,,2022-04-01,2022-02-01,2022-04-01,13.98,,,,,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-04-01,14.82,2022-03-01,13.98,2022-05-01,2022-03-01,2022-05-01,,0.84,,,,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-05-01,28.68,2022-04-01,14.82,2022-06-01,2022-04-01,2022-06-01,,13.86,,,,,uk,true,15
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-06-01,71.31,2022-05-01,28.68,,2022-05-01,2022-07-01,,42.63,,,71.31,2022-07-01,uk,true,15
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-03-01,15.3,,,2022-04-01,2022-02-01,2022-04-01,15.3,,,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-04-01,63.60,2022-03-01,15.3,2022-06-01,2022-03-01,2022-05-01,,48.30,,,63.60,2022-05-01,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-06-01,96.33,2022-04-01,63.60,2022-07-01,2022-05-01,2022-07-01,,,,96.33,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-07-01,20.79,2022-06-01,96.33,2022-08-01,2022-06-01,2022-08-01,,,75.54,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-08-01,64.80,2022-07-01,20.79,2022-09-01,2022-07-01,2022-09-01,,44.01,,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-09-01,44.67,2022-08-01,64.80,2022-10-01,2022-08-01,2022-10-01,,,20.13,,,,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-10-01,59.28,2022-09-01,44.67,2022-12-01,2022-09-01,2022-11-01,,14.61,,,59.28,2022-11-01,ru,false,23
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-12-01,20.64,2022-10-01,59.28,,2022-11-01,2023-01-01,,,,20.64,20.64,2023-01-01,ru,false,23
B4tGKx0IrkPGAUEnO6mMNA==,game 3,2022-11-01,55.08,,,2022-12-01,2022-10-01,2022-12-01,55.08,,,,,,uk,false,19
B4tGKx0IrkPGAUEnO6mMNA==,game 3,2022-12-01,14.37,2022-11-01,55.08,,2022-11-01,2023-01-01,,,40.71,,14.37,2023-01-01,uk,false,19
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-05-01,94.11,,,2022-06-01,2022-04-01,2022-06-01,94.11,,,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-06-01,41.07,2022-05-01,94.11,2022-07-01,2022-05-01,2022-07-01,,,53.04,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-07-01,15.21,2022-06-01,41.07,2022-08-01,2022-06-01,2022-08-01,,,25.86,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-08-01,73.38,2022-07-01,15.21,2022-09-01,2022-07-01,2022-09-01,,58.17,,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-09-01,18.24,2022-08-01,73.38,2022-10-01,2022-08-01,2022-10-01,,,55.14,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-10-01,46.20,2022-09-01,18.24,2022-11-01,2022-09-01,2022-11-01,,27.96,,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-11-01,102.18,2022-10-01,46.20,2022-12-01,2022-10-01,2022-12-01,,55.98,,,,,ru,false,17
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-12-01,42.21,2022-11-01,102.18,,2022-11-01,2023-01-01,,,59.97,,42.21,2023-01-01,ru,false,17
B7ziVc7jLVg/+snNIp3hLQ==,game 3,2022-07-01,13.71,,,,2022-06-01,2022-08-01,13.71,,,,13.71,2022-08-01,uk,false,19
b85g/xLxpBpMH/joxym4fA==,game 3,2022-11-01,26.94,,,,2022-10-01,2022-12-01,26.94,,,,26.94,2022-12-01,uk,false,28
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-05-01,39.96,,,2022-10-01,2022-04-01,2022-06-01,39.96,,,,39.96,2022-06-01,uk,true,21
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-10-01,56.28,2022-05-01,39.96,,2022-09-01,2022-11-01,,,,56.28,56.28,2022-11-01,uk,true,21
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-10-01,37.08,,,2022-11-01,2022-09-01,2022-11-01,37.08,,,,,,ru,false,17
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-11-01,53.07,2022-10-01,37.08,2022-12-01,2022-10-01,2022-12-01,,15.99,,,,,ru,false,17
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-12-01,121.41,2022-11-01,53.07,,2022-11-01,2023-01-01,,68.34,,,121.41,2023-01-01,ru,false,17
